epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
157,7659.65,2.22843,1.2594,0.95302,0.64195,0.29129,0.3007,0.12722,2.02949,1.19225,0.94449,0.00984556,0.00984556,0.00984556
158,7708.4,2.24493,1.26215,0.95584,0.64449,0.29124,0.30143,0.1275,2.02938,1.19176,0.94444,0.00984457,0.00984457,0.00984457
159,7757.24,2.22576,1.25353,0.94939,0.64643,0.29163,0.30183,0.12729,2.02912,1.19157,0.9443,0.00984358,0.00984358,0.00984358
160,7805.75,2.23093,1.26532,0.95387,0.65015,0.29033,0.30184,0.12758,2.02841,1.1909,0.94422,0.00984259,0.00984259,0.00984259
161,7854.61,2.23264,1.26151,0.95336,0.65086,0.29116,0.3023,0.12771,2.02815,1.19049,0.94412,0.0098416,0.0098416,0.0098416
162,7903.4,2.22907,1.2663,0.95304,0.65242,0.29115,0.303,0.12817,2.02739,1.19003,0.94403,0.00984061,0.00984061,0.00984061
163,7951.97,2.22862,1.25558,0.94916,0.65301,0.2911,0.3031,0.12821,2.02682,1.18979,0.94391,0.00983962,0.00983962,0.00983962
164,8000.72,2.22743,1.25707,0.9543,0.65349,0.29132,0.30336,0.12823,2.02615,1.18909,0.94373,0.00983863,0.00983863,0.00983863
165,8050.03,2.22947,1.24184,0.94682,0.65175,0.2915,0.30292,0.12821,2.02571,1.18892,0.94363,0.00983764,0.00983764,0.00983764
166,8098.6,2.22591,1.25485,0.95309,0.65339,0.29163,0.3032,0.12839,2.02578,1.18825,0.94361,0.00983665,0.00983665,0.00983665
167,8146.94,2.22391,1.25425,0.94992,0.65689,0.29379,0.30313,0.12837,2.02507,1.18794,0.94351,0.00983566,0.00983566,0.00983566
168,8195.79,2.23694,1.254,0.95365,0.656,0.29455,0.30412,0.12863,2.02493,1.1876,0.94339,0.00983467,0.00983467,0.00983467
169,8244.64,2.2371,1.25901,0.94982,0.65782,0.29416,0.30392,0.12872,2.02475,1.18716,0.94345,0.00983368,0.00983368,0.00983368
170,8293.33,2.22157,1.24065,0.94743,0.64927,0.29596,0.30423,0.12896,2.0244,1.18676,0.94338,0.00983269,0.00983269,0.00983269
171,8341.97,2.21817,1.25163,0.95151,0.64863,0.29596,0.30427,0.12912,2.02439,1.18626,0.9433,0.0098317,0.0098317,0.0098317
172,8390.24,2.22969,1.25272,0.94874,0.65721,0.29442,0.30527,0.12946,2.0243,1.18561,0.94321,0.00983071,0.00983071,0.00983071
173,8438.75,2.21139,1.2485,0.95287,0.64397,0.29725,0.30505,0.12971,2.02396,1.18534,0.94314,0.00982972,0.00982972,0.00982972
174,8487.72,2.21777,1.23728,0.95084,0.64391,0.29729,0.30513,0.12997,2.02282,1.18447,0.94304,0.00982873,0.00982873,0.00982873
175,8536.24,2.22654,1.25247,0.94706,0.64653,0.29701,0.30539,0.13014,2.02347,1.18394,0.94306,0.00982774,0.00982774,0.00982774
176,8585.3,2.22133,1.24213,0.94789,0.65084,0.29627,0.30618,0.13029,2.0232,1.1833,0.94302,0.00982675,0.00982675,0.00982675
177,8633.69,2.21956,1.24527,0.94896,0.6545,0.29589,0.30655,0.13053,2.02272,1.18261,0.94297,0.00982576,0.00982576,0.00982576
